age,income,loan_amount,credit_score,employment_years,existing_loans,debt_to_income,default
53,23937.36,11602.22,579,8,4,0.427,1
33,48970.05,18999.73,714,19,3,0.418,0
46,59983.57,16608.12,739,18,3,0.223,0
42,37130.14,11618.28,623,12,2,0.369,0
59,38708.1,20996.65,590,17,3,0.524,1
22,44074.82,13608.43,790,16,4,0.35,0
58,79424.71,9453.51,596,26,4,0.045,0
59,45256.84,17034.73,542,5,0,0.418,0
46,83582.34,6895.76,575,9,1,0.151,0
35,42700.99,1502.21,600,1,3,0.0,0
54,61500.28,14959.16,572,23,4,0.238,0
62,46075.15,9740.69,726,5,1,0.228,0
64,70081.66,12966.77,452,27,1,0.204,0
60,32634.52,7266.14,571,27,0,0.206,1
31,69857.19,24671.46,646,20,1,0.327,0
23,57277.39,9708.06,669,12,1,0.182,0
26,42200.16,11544.0,802,17,2,0.291,0
29,51675.57,18023.07,789,6,0,0.317,1
26,85677.1,3987.09,506,1,0,0.005,0
29,57756.89,3395.6,478,28,3,0.119,0
59,40945.44,18047.62,652,13,1,0.446,0
51,30906.13,11440.42,589,4,3,0.257,0
52,65108.09,7788.04,543,17,4,0.18,0
61,58916.9,19826.99,651,10,1,0.307,0
32,68900.41,8504.63,671,9,4,0.127,0
28,25755.51,12803.9,574,10,2,0.516,1
28,31554.79,7830.96,594,26,1,0.174,0
48,77937.58,17427.5,581,1,3,0.209,0
40,61626.83,25656.61,613,14,3,0.482,1
27,65668.02,1000.0,699,6,1,0.07,0
31,35746.26,15901.26,553,8,3,0.43,1
40,35380.26,21852.71,592,4,1,0.653,1
36,74825.17,11628.18,614,6,0,0.198,0
24,75767.55,5951.66,649,19,3,0.118,0
26,33233.61,18367.71,675,1,1,0.495,1
42,29412.59,23013.23,834,2,1,0.864,1
46,52828.14,22124.18,701,1,3,0.396,1
23,39013.03,17927.27,704,20,0,0.465,0
61,38596.46,15783.31,626,21,3,0.391,0
62,29972.44,7807.9,562,22,1,0.272,1
34,45631.32,21921.96,602,18,0,0.437,0
31,31906.11,21479.65,586,3,4,0.662,1
38,33091.98,5895.53,685,23,2,0.187,0
32,60967.84,17915.84,501,19,3,0.355,0
43,53896.04,20222.59,703,6,1,0.43,1
32,64697.57,22056.91,639,27,0,0.399,0
33,22019.33,14400.08,716,21,0,0.697,1
45,55197.61,8139.46,585,6,4,0.24,0
39,96512.75,10983.07,569,16,3,0.099,0
56,47554.55,6942.0,613,18,0,0.138,0
28,71494.98,14591.51,611,21,4,0.194,0
49,71320.14,13024.92,723,15,1,0.18,0
52,72303.97,32160.29,722,2,4,0.373,0
64,58333.23,22157.42,821,14,3,0.393,0
38,66321.72,22756.38,605,13,4,0.368,0
26,68980.27,18770.82,349,14,0,0.259,1
38,67708.92,12061.46,613,13,0,0.09,0
39,32651.64,12796.88,671,6,2,0.393,0
42,20852.31,13529.05,714,24,4,0.584,0
57,23928.33,16505.87,677,2,1,0.711,1
52,49596.8,18113.36,605,29,3,0.371,0
61,66878.53,15005.67,804,16,2,0.235,0
23,32911.77,12675.21,557,9,4,0.332,0
48,73479.41,10247.07,625,14,1,0.203,0
30,44954.5,3858.81,553,28,2,0.094,0
55,45144.9,25267.03,652,5,0,0.514,1
49,38277.86,32644.24,793,27,3,0.882,1
35,17304.27,24594.69,637,16,4,1.426,1
53,59586.28,4927.47,638,16,1,0.175,0
27,89253.35,21296.13,497,13,0,0.211,0
32,53746.71,23190.21,624,23,2,0.369,0
50,17987.37,11772.5,754,24,3,0.669,1
41,70606.86,18911.42,627,17,2,0.318,0
51,22504.04,11349.58,621,24,2,0.62,1
44,30819.31,27231.43,750,4,1,1.055,1
40,50233.24,17922.97,622,28,0,0.279,0
57,57456.87,7662.76,766,7,4,0.127,0
24,34826.72,20358.46,534,6,1,0.522,1
48,49453.68,23470.25,711,22,3,0.462,0
64,69303.25,16585.05,798,3,2,0.363,0
40,72043.58,18835.53,741,17,3,0.22,0
44,80029.13,14441.97,482,4,1,0.179,0
52,93188.37,5925.76,593,15,1,0.035,0
61,71197.79,13786.13,628,13,4,0.143,0
56,50665.27,19184.32,741,26,2,0.468,0
54,72186.28,13975.79,530,26,1,0.117,0
56,64334.32,21406.12,558,18,3,0.329,0
22,65127.34,11862.55,506,13,4,0.187,0
35,58544.38,12387.27,576,8,3,0.21,0
54,36758.92,21648.96,537,5,2,0.573,1
56,34438.07,16774.82,794,16,4,0.568,1
26,53057.64,11706.23,592,18,4,0.115,0
59,57978.2,23270.44,712,11,4,0.423,0
62,41411.18,9490.11,652,3,0,0.253,0
32,63466.84,9184.41,650,15,4,0.159,0
23,96615.32,1000.0,597,24,3,0.0,0
38,20113.39,10568.25,719,10,3,0.586,1
60,66644.89,25469.73,664,21,2,0.44,0
41,53680.51,1000.0,659,3,1,0.0,0
35,64013.11,7384.64,597,16,1,0.055,0
53,46385.71,18512.55,611,7,0,0.33,0
55,52078.8,1000.0,703,13,4,0.03,0
46,57590.01,10914.41,671,26,0,0.192,0
28,48967.32,24126.91,661,1,2,0.475,1
56,24589.17,31344.21,582,10,2,1.379,1
50,50321.7,17321.97,825,10,1,0.321,0
43,26671.33,7588.26,607,23,2,0.294,1
62,68063.86,7318.97,647,21,4,0.098,0
64,17689.1,16159.26,633,23,3,1.012,1
34,75573.09,17247.71,826,5,2,0.129,0
34,63591.26,29863.43,624,20,0,0.454,0
22,63667.77,22766.44,616,20,4,0.388,0
57,15000.0,15672.85,661,13,2,1.034,1
25,48428.01,12318.34,588,29,2,0.189,0
58,78071.27,39117.69,660,9,4,0.51,0
61,44627.84,20012.76,850,25,2,0.367,0
34,33438.76,9649.99,677,26,3,0.322,0
59,42266.6,13203.02,674,7,1,0.292,1
45,53634.45,7980.36,585,6,4,0.12,0
40,37972.59,1000.0,804,7,0,0.079,0
22,79676.34,17501.21,825,27,2,0.169,0
59,53706.65,29259.63,727,7,1,0.468,0
26,43888.61,1955.54,709,22,0,0.0,0
37,28973.13,15442.1,629,1,0,0.635,1
45,64688.93,9344.76,685,26,3,0.094,0
48,64233.33,19172.02,575,15,1,0.317,0
22,39155.82,13621.36,549,8,4,0.39,1
55,15000.0,4119.56,516,12,1,0.228,1
57,63215.24,7151.17,687,22,1,0.066,0
25,51263.93,8357.6,526,11,0,0.172,0
21,61721.42,25754.55,605,26,3,0.429,0
60,94143.49,25346.07,644,21,3,0.337,0
32,54463.36,12509.22,740,24,1,0.191,0
56,44723.23,24822.43,598,28,1,0.536,0
43,32053.56,13614.53,750,16,2,0.567,1
51,48751.56,12386.7,735,26,0,0.164,0
31,58211.55,15456.94,554,1,4,0.166,0
30,56066.15,17278.6,751,12,4,0.239,0
23,89469.31,10556.44,624,0,3,0.173,0
34,64981.71,15174.93,605,25,0,0.212,0
36,52303.98,21298.58,625,27,3,0.385,0
30,40868.79,16036.32,650,18,4,0.344,0
49,60333.46,15342.26,613,10,1,0.3,0
30,36859.84,18953.44,574,4,0,0.446,1
32,58596.62,20333.65,582,0,0,0.318,1
50,64748.28,14499.07,663,19,2,0.178,0
61,50670.96,11206.55,636,29,1,0.088,0
21,42394.27,16513.63,697,12,1,0.366,0
25,15000.0,2248.29,655,7,3,0.147,0
40,77876.73,13317.42,657,5,0,0.132,0
28,63066.01,1000.0,703,28,3,0.002,0
63,63552.35,1593.67,778,16,1,0.013,0
32,23772.95,1000.0,781,11,2,0.035,0
21,82596.77,23378.81,771,0,0,0.23,0
40,45695.66,15111.85,728,2,1,0.275,0
48,49224.09,4903.61,838,13,2,0.102,0
63,33614.26,18928.53,689,25,4,0.489,1
57,19261.09,22909.24,679,7,1,1.179,1
57,78146.93,19067.88,850,10,4,0.326,0
32,80731.95,13490.32,405,26,3,0.165,0
57,51689.44,16859.89,631,13,4,0.235,0
64,41412.31,22211.97,763,7,1,0.545,0
48,47459.12,11246.03,738,28,4,0.278,0
35,48007.7,15238.94,850,2,0,0.278,0
26,31002.81,12942.46,660,6,1,0.403,1
64,49154.9,2092.67,611,27,2,0.0,0
40,58062.04,22332.55,620,18,4,0.362,1
34,75363.14,31458.17,679,3,0,0.384,0
22,55284.88,8009.64,796,24,3,0.167,0
29,23472.97,22701.44,797,15,3,1.05,1
57,62070.96,8264.05,645,12,4,0.136,0
40,49881.39,16062.3,673,19,3,0.245,0
46,82408.19,27064.1,595,18,2,0.455,0
49,83589.16,10836.49,604,4,1,0.159,0
21,84289.09,14882.51,744,22,0,0.216,0
55,43768.24,1000.0,794,4,4,0.02,0
26,94797.1,9686.37,587,19,3,0.114,0
57,62018.85,1000.0,672,23,1,0.0,0
25,87527.61,18433.42,628,3,2,0.256,0
53,44947.61,21653.1,728,1,3,0.458,1
34,49028.07,13226.92,615,25,3,0.294,0
32,60480.55,17287.1,477,12,0,0.334,0
62,58037.55,12394.16,740,29,2,0.276,0
40,80096.24,20924.36,623,15,2,0.313,0
44,50357.41,16035.7,632,21,4,0.267,1
63,78292.3,1000.0,689,1,0,0.091,0
54,69644.69,22519.85,682,18,4,0.357,0
45,50732.16,11883.66,691,16,0,0.25,0
49,68093.53,4836.96,503,4,2,0.092,0
59,45534.7,11488.53,700,24,0,0.244,0
51,102004.12,1000.0,478,17,0,0.0,0
63,15000.0,5000.89,719,27,0,0.315,0
43,68458.86,16143.6,751,22,1,0.3,0
64,19708.08,16813.69,527,20,1,0.857,1
58,50486.87,17451.51,680,17,2,0.36,0
40,53287.84,15025.68,745,7,0,0.285,0
43,85152.67,9457.08,610,26,2,0.078,0
36,41156.96,14564.33,711,14,1,0.247,0
62,81160.24,11502.34,399,12,0,0.18,0
28,31423.67,1993.75,749,12,4,0.097,0
41,81933.39,8820.68,653,15,1,0.107,0
21,45513.09,22116.33,627,21,1,0.431,0
28,56468.69,27706.35,739,19,1,0.582,0
49,48272.43,20210.2,806,12,0,0.402,0
52,80647.27,27349.58,694,19,3,0.352,0
58,76754.8,15683.11,795,1,4,0.169,0
25,63870.03,28939.01,510,2,4,0.386,1
42,31962.63,31435.91,710,14,2,1.013,1
54,40699.56,1132.24,638,22,0,0.0,0
21,34428.47,16771.95,579,18,1,0.499,0
46,15000.0,15691.44,476,12,3,1.058,1
63,80226.36,11607.17,705,4,0,0.089,0
30,48443.53,18935.32,729,25,0,0.326,0
50,48230.12,15329.0,771,21,3,0.279,0
38,84922.04,9116.41,756,5,1,0.076,0
37,45480.23,14787.16,581,13,0,0.249,0
46,38190.58,24636.76,766,3,4,0.589,1
28,50505.09,16460.3,776,21,4,0.33,0
60,32346.62,20015.64,627,18,3,0.718,1
32,61887.12,12783.58,653,22,1,0.257,0
47,47526.76,18616.51,566,6,3,0.4,1
28,44854.57,5326.28,783,3,0,0.175,0
45,43121.94,11002.24,514,1,4,0.313,0
24,52875.57,14178.65,698,26,2,0.253,0
53,56669.62,4789.31,596,6,3,0.097,0
21,44600.5,8358.27,550,2,2,0.236,1
39,47824.68,17504.89,481,14,2,0.422,1
51,53369.54,16038.66,631,0,4,0.357,0
36,51351.64,21450.92,536,1,3,0.366,1
34,55621.52,10195.91,655,9,2,0.242,0
25,41466.58,15460.82,809,15,0,0.466,0
61,75091.86,9625.06,668,24,1,0.203,0
46,56936.56,20649.03,830,27,1,0.308,0
48,44923.06,24525.97,562,14,4,0.479,1
22,61887.68,18866.6,535,23,3,0.328,0
26,53512.63,23489.55,558,14,3,0.513,1
29,20323.47,15260.0,644,13,1,0.762,1
53,61819.05,21444.75,850,21,0,0.335,0
61,34609.88,15603.34,500,13,1,0.446,0
45,73688.56,6800.58,706,5,1,0.143,0
33,50165.01,16973.77,587,13,3,0.322,1
29,70601.41,7037.63,630,16,2,0.124,0
33,42395.63,33713.03,537,17,0,0.789,1
51,56398.59,12327.29,729,19,3,0.174,0
61,79204.87,20160.3,646,18,1,0.206,0
31,49619.67,14900.69,748,29,2,0.327,0
24,43183.66,5131.09,666,16,0,0.0,0
54,68100.81,1000.0,476,15,4,0.039,0
58,67713.23,20992.11,749,7,0,0.301,0
24,44025.02,27394.73,469,6,0,0.67,1
58,15290.78,9121.57,482,19,1,0.627,1
39,42799.54,1746.46,567,27,1,0.043,0
26,68547.19,12398.7,569,11,4,0.128,0
54,39499.32,7503.06,776,8,4,0.139,0
38,54781.24,9797.47,635,26,4,0.147,0
33,41850.3,19882.99,762,13,3,0.519,0
61,16356.66,14596.3,599,19,3,0.981,1
43,41490.38,8363.94,679,0,1,0.218,1
